movie_name,genres,percentage_ROI_gross_budget,gross,budget,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
american made,"action,biography,comedy",100,51342000,50000000,6.95,66615.0,Gary Spinelli,"writer,producer",2017-09-29 00:00:00,2017,115.0,Universal,"3,098"
flatliners,"drama,horror,mystery",0,16883115,20000000,5.45,17500.0,Peter Filardi,"writer,producer,director",2017-09-29 00:00:00,2017,109.0,Sony Pict…,"2,552"
blade runner 2049,"drama,mystery,sci-fi",0,92054159,185000000,7.7,191460.0,Philip K. Dick,writer,2017-10-06 00:00:00,2017,164.0,Warner Bros.,"4,058"
the florida project,drama,200,5904366,2000000,7.5,36659.0,Sean Baker,"writer,producer,director",2017-10-06 00:00:00,2017,111.0,A24,434
happy death day,"horror,mystery,thriller",1100,55683845,5000000,6.55,45171.0,Scott Lobdell,"writer,producer,miscellaneous",2017-10-13 00:00:00,2017,96.0,Universal,"3,535"
the foreigner,"action,thriller",0,34393507,35000000,6.85,41187.0,Stephen Leather,"writer,producer",2017-10-13 00:00:00,2017,113.0,STX Enter…,"2,515"
marshall,"biography,crime,drama",0,10051659,12000000,7.25,7338.0,Jacob Koskoff,"writer,producer,miscellaneous",2017-10-13 00:00:00,2017,118.0,Open Road,821
anna,"drama,mystery,sci-fi",0,0,4357373,4.8,9870.0,Martha Holmes,writer,2017-10-17 00:00:00,2013,99.0,Lionsgate,"2,114"
the snowman,"crime,drama,mystery",0,6670765,35000000,5.1,24557.0,Hossein Amini,"writer,producer,director",2017-10-20 00:00:00,2017,119.0,Universal,"1,815"
only the brave,"action,biography,drama",0,18340051,38000000,7.35,23042.0,Ken Nolan,"writer,producer,actor",2017-10-20 00:00:00,2017,134.0,Sony Pict…,"2,577"
geostorm,"action,sci-fi,thriller",0,33700160,100000000,5.55,40266.0,Dean Devlin,"producer,actor,director",2017-10-20 00:00:00,2017,109.0,Warner Bros.,"3,246"
same kind of different as me,"biography,drama",0,6423605,6500000,6.65,2211.0,Denver Moore,writer,2017-10-20 00:00:00,2017,119.0,Pure Flix…,"1,362"
jigsaw,"crime,horror,mystery",300,38052832,10000000,5.949999999999999,29535.0,Josh Stolberg,"miscellaneous,writer,assistant_director",2017-10-27 00:00:00,2017,92.0,Lionsgate,"2,941"
a bad moms christmas,"adventure,comedy",200,72110659,28000000,5.9,17050.0,Jon Lucas,"writer,producer,director",2017-11-01 00:00:00,2017,104.0,STX Enter…,"3,615"
thor: ragnarok,"action,adventure,comedy",100,315058289,180000000,7.7,247187.0,Jack Kirby,"writer,animation_department,miscellaneous",2017-11-03 00:00:00,2017,130.0,Walt Disney,"4,080"
lady bird,"comedy,drama",400,48958273,10000000,7.35,90771.0,Greta Gerwig,"actress,writer,producer",2017-11-03 00:00:00,2017,94.0,A24,"1,557"
lbj,"biography,drama,history",0,2468683,20000000,6.55,2230.0,Joey Hartstone,"producer,writer,miscellaneous",2017-11-03 00:00:00,2016,98.0,Electric …,659
"three billboards outside ebbing, missouri","crime,drama",400,54513740,12000000,8.2,174739.0,Martin McDonagh,"writer,director,producer",2017-11-10 00:00:00,2017,115.0,Fox Searc…,"1,726"
murder on the orient express,"crime,drama,mystery",100,102826543,55000000,6.6,92004.0,Agatha Christie,"writer,camera_department",2017-11-10 00:00:00,2017,114.0,20th Cent…,"3,354"
justice league,"action,adventure,fantasy",0,229024295,300000000,6.35,168322.0,Bob Kane,"writer,miscellaneous,art_department",2017-11-17 00:00:00,2017,120.0,Warner Bros.,"4,051"
wonder,"drama,family",600,132422809,20000000,8.1,57795.0,Stephen Chbosky,"writer,producer,director",2017-11-17 00:00:00,2017,113.0,Lionsgate,"3,519"
the star,"adventure,animation,comedy",200,40847995,20000000,5.75,2696.0,Carlos Kotkin,"writer,miscellaneous",2017-11-17 00:00:00,2017,86.0,Sony Pict…,"2,976"
"roman j. israel, esq.","crime,drama,thriller",0,11962712,22000000,6.300000000000001,12065.0,Dan Gilroy,"writer,director,producer",2017-11-17 00:00:00,2017,122.0,Sony Pict…,"1,669"
coco,"adventure,animation,comedy",100,209726015,175000000,8.3,142931.0,Matthew Aldrich,"writer,actor,producer",2017-11-22 00:00:00,2017,105.0,Walt Disney,"3,987"
darkest hour,"biography,drama,history",100,56443120,30000000,7.35,69630.0,Anthony McCarten,"writer,producer,director",2017-11-22 00:00:00,2017,125.0,Focus Fea…,"1,733"
the shape of water,"adventure,drama,fantasy",300,63859435,19500000,7.25,157668.0,Guillermo del Toro,"writer,producer,director",2017-12-01 00:00:00,2017,123.0,Fox Searc…,"2,341"
the disaster artist,"biography,comedy,drama",200,21120616,10000000,7.300000000000001,56816.0,Greg Sestero,"actor,producer,writer",2017-12-01 00:00:00,2017,104.0,A24,"1,010"
"i, tonya","biography,comedy,drama",200,30014534,11000000,7.5,72286.0,Steven Rogers,"writer,producer",2017-12-08 00:00:00,2017,120.0,Neon,"1,450"
just getting started,"action,comedy",0,6069605,22000000,4.65,2461.0,Ron Shelton,"writer,director,producer",2017-12-08 00:00:00,2017,91.0,Broad Gre…,"2,161"
ferdinand,"adventure,animation,comedy",0,84410380,111000000,6.9,20827.0,Robert L. Baird,"writer,producer,miscellaneous",2017-12-15 00:00:00,2017,108.0,20th Cent…,"3,630"
the greatest showman,"biography,drama,musical",200,174340174,84000000,7.8,102430.0,Jenny Bicks,"producer,writer,miscellaneous",2017-12-20 00:00:00,2017,105.0,20th Cent…,"3,342"
jumanji: welcome to the jungle,"action,adventure,comedy",400,404508916,90000000,6.85,124974.0,Scott Rosenberg,"producer,writer,actor",2017-12-20 00:00:00,2017,119.0,Sony Pict…,"3,849"
the post,"biography,drama,history",100,81903458,50000000,7.1,55261.0,Josh Singer,"producer,writer,miscellaneous",2017-12-22 00:00:00,2017,116.0,20th Cent…,"2,851"
pitch perfect 3,"comedy,music",200,104897530,45000000,6.15,23505.0,Kay Cannon,"producer,writer,miscellaneous",2017-12-22 00:00:00,2017,93.0,Universal,"3,468"
father figures,"adventure,comedy,drama",0,17501244,25000000,5.65,7325.0,Justin Malen,"writer,location_management",2017-12-22 00:00:00,2017,113.0,Warner Bros.,"2,902"
downsizing,"drama,sci-fi",0,24449754,68000000,5.4,38351.0,Alexander Payne,"producer,director,writer",2017-12-22 00:00:00,2017,135.0,Paramount…,"2,668"
insidious: the last key,"horror,mystery,thriller",600,67745330,10000000,5.9,21730.0,Leigh Whannell,"actor,writer,producer",2018-01-05 00:00:00,2018,103.0,Universal,"3,150"
the commuter,"action,mystery,thriller",0,36343858,40000000,6.25,42754.0,Ryan Engle,"writer,director,producer",2018-01-12 00:00:00,2018,105.0,Lionsgate,"2,892"
proud mary,"action,crime,drama",0,20868638,30000000,5.2,3532.0,Steve Antin,"actor,writer,producer",2018-01-12 00:00:00,2018,89.0,Sony Pict…,"2,125"
den of thieves,"action,crime,drama",100,44947622,30000000,6.8,35446.0,Christian Gudegast,"writer,director,producer",2018-01-19 00:00:00,2018,140.0,STX Enter…,"2,432"
12 strong,"action,drama,history",100,45819713,35000000,6.1,25733.0,Peter Craig,"writer,actor,producer",2018-01-19 00:00:00,2018,130.0,Warner Bros.,"3,018"
maze runner: the death cure,"action,sci-fi,thriller",0,58032443,61000000,6.6,47590.0,T.S. Nowlin,"writer,producer",2018-01-26 00:00:00,2018,143.0,20th Cent…,"3,793"
forever my girl,"drama,music,romance",400,16376066,3500000,7.050000000000001,5361.0,Bethany Ashton Wolf,"writer,director,actress",2018-01-26 00:00:00,2018,108.0,Roadside …,"1,427"
winchester,"biography,drama,fantasy",700,25091816,3500000,5.550000000000001,12617.0,Tom Vaughan,"producer,writer,actor",2018-02-02 00:00:00,2018,99.0,CBS Films,"2,480"
bilal: a new breed of hero,"action,adventure,animation",0,490973,30000000,7.4,8454.0,Alexander Kronemer,"producer,writer,director",2018-02-02 00:00:00,2015,105.0,Vertical …,300
fifty shades freed,"drama,romance,thriller",100,100407760,55000000,5.3,23714.0,Niall Leonard,"writer,director,miscellaneous",2018-02-09 00:00:00,2018,105.0,Universal,"3,768"
peter rabbit,"adventure,animation,comedy",200,115234093,50000000,6.55,14279.0,Will Gluck,"producer,writer,miscellaneous",2018-02-09 00:00:00,2018,95.0,Sony Pict…,"3,725"
the 15:17 to paris,"biography,drama,thriller",100,36276286,30000000,5.25,11339.0,Dorothy Blyskal,"miscellaneous,writer,actress",2018-02-09 00:00:00,2018,94.0,Warner Bros.,"3,042"
early man,"adventure,animation,comedy",0,8267544,50000000,6.0,8110.0,Mark Burton,"writer,miscellaneous,producer",2018-02-16 00:00:00,2018,89.0,Lionsgate,"2,494"
annihilation,"adventure,drama,horror",0,32732301,55000000,6.6,116564.0,Alex Garland,"writer,producer,director",2018-02-23 00:00:00,2018,115.0,Paramount…,"2,112"
game night,"action,comedy,crime",100,69179066,37000000,6.95,83017.0,Mark Perez,"writer,producer,director",2018-02-23 00:00:00,2018,100.0,Warner Bros.,"3,502"
red sparrow,"action,drama,thriller",0,46874505,69000000,6.55,70072.0,Justin Haythe,"writer,producer",2018-03-02 00:00:00,2018,140.0,20th Cent…,"3,064"
death wish,"action,crime,drama",100,34017028,30000000,6.15,25743.0,Joe Carnahan,"producer,writer,director",2018-03-02 00:00:00,2018,107.0,MGM,"2,882"
thoroughbreds,"comedy,crime,drama",0,3072605,5000000,6.5,12748.0,Cory Finley,"writer,director",2018-03-09 00:00:00,2017,92.0,Focus Fea…,564
the hurricane heist,"action,adventure,crime",0,6115824,40000000,5.25,7901.0,Carlos Davis,"writer,producer",2018-03-09 00:00:00,2018,103.0,Entertain…,"2,402"
the strangers: prey at night,horror,400,24431472,5000000,5.300000000000001,11117.0,Bryan Bertino,"writer,producer,director",2018-03-09 00:00:00,2018,85.0,Aviron Pi…,"2,464"
a wrinkle in time,"adventure,family,fantasy",0,100478608,103000000,4.6,17980.0,Madeleine L'Engle,writer,2018-03-09 00:00:00,2018,109.0,Walt Disney,"3,980"
tomb raider,"action,adventure,fantasy",0,58250803,90000000,6.3,83935.0,Susan O'Connor,writer,2018-03-16 00:00:00,2018,119.0,Warner Bros.,"3,854"
"love, simon","comedy,drama,romance",400,40826341,10000000,7.8999999999999995,42370.0,Elizabeth Berger,"producer,writer",2018-03-16 00:00:00,2018,110.0,20th Cent…,"2,434"
i can only imagine,"biography,drama,family",1100,83482352,7000000,7.5,5797.0,Jon Erwin,"director,producer,writer",2018-03-16 00:00:00,2018,110.0,Roadside …,"2,894"
pacific rim: uprising,"action,adventure,sci-fi",0,59874525,155000000,5.75,45837.0,Steven S. DeKnight,"producer,writer,director",2018-03-23 00:00:00,2018,111.0,Universal,"3,708"
unsane,"drama,horror,mystery",500,7690044,1500000,6.300000000000001,16358.0,James Greer,"writer,director,cinematographer",2018-03-23 00:00:00,2018,98.0,Bleecker …,"2,023"
sherlock gnomes,"adventure,animation,comedy",0,43242871,59000000,5.25,4186.0,Kelly Asbury,"art_department,animation_department,director",2018-03-23 00:00:00,2018,86.0,Paramount…,"3,662"
"paul, apostle of christ","adventure,biography,drama",300,17547999,5000000,6.9,2880.0,Andrew Hyatt,"miscellaneous,director,writer",2018-03-28 00:00:00,2018,108.0,Sony Pict…,"1,746"
ready player one,"action,adventure,sci-fi",0,137690172,150000000,7.55,154340.0,Zak Penn,"writer,producer,actor",2018-03-29 00:00:00,2018,140.0,Warner Bros.,"4,234"
acrimony,"drama,romance,thriller",200,43549096,20000000,6.15,3152.0,Tyler Perry,"writer,director,producer",2018-03-30 00:00:00,2018,120.0,Lionsgate,"2,006"
a quiet place,"drama,horror,sci-fi",1100,188024361,17000000,7.449999999999999,155439.0,John Krasinski,"actor,producer,soundtrack",2018-04-06 00:00:00,2018,90.0,Paramount…,"3,808"
blockers,comedy,200,60311495,21000000,6.15,29055.0,Jim Kehoe,"writer,producer,director",2018-04-06 00:00:00,2018,102.0,Universal,"3,418"
rampage,"action,adventure,sci-fi",0,101028233,120000000,6.15,59533.0,Carlton Cuse,"writer,producer,actor",2018-04-13 00:00:00,2018,107.0,Warner Bros.,"4,115"
i feel pretty,"comedy,romance",100,48795601,32000000,5.9,20512.0,Abby Kohn,"writer,producer,director",2018-04-20 00:00:00,2018,110.0,STX Enter…,"3,440"
avengers: infinity war,"action,adventure,sci-fi",200,678815482,300000000,8.4,342437.0,Keith Giffen,"writer,animation_department,art_department",2018-04-27 00:00:00,2018,149.0,Walt Disney,"4,474"
overboard,"comedy,romance",400,50316123,12000000,6.1,13071.0,Leslie Dixon,"producer,writer",2018-05-04 00:00:00,2018,112.0,Lionsgate,"2,006"
deadpool 2,"action,adventure,comedy",200,324591735,110000000,7.65,200254.0,Ryan Reynolds,"actor,producer,soundtrack",2018-05-10 00:00:00,2018,119.0,20th Cent…,"4,349"
life of the party,comedy,100,53059911,30000000,5.85,13095.0,Melissa McCarthy,"actress,producer,soundtrack",2018-05-11 00:00:00,2018,105.0,Warner Bros.,"3,656"
higher power,"action,sci-fi,thriller",0,528,500000,5.1,1097.0,Julia Fair,"writer,miscellaneous,actress",2018-05-11 00:00:00,2018,93.0,Magnet Pi…,3
first reformed,"drama,mystery,thriller",0,3448256,3500000,7.0,16994.0,Paul Schrader,"writer,director,soundtrack",2018-05-18 00:00:00,2017,113.0,A24,334
solo: a star wars story,"action,adventure,fantasy",0,213767512,275000000,6.8,115040.0,George Lucas,"writer,producer,director",2018-05-25 00:00:00,2018,135.0,Walt Disney,"4,381"
upgrade,"action,sci-fi,thriller",300,11977130,3000000,7.5,53152.0,Leigh Whannell,"actor,writer,producer",2018-06-01 00:00:00,2018,100.0,BH Tilt,"1,458"
action point,comedy,0,5059608,19000000,5.1,3396.0,Derek Freda,"producer,miscellaneous,production_manager",2018-06-01 00:00:00,2018,85.0,Paramount…,"2,032"
hereditary,"drama,horror,mystery",400,44069456,10000000,7.15,77031.0,Ari Aster,"director,writer,actor",2018-06-08 00:00:00,2018,127.0,A24,"2,998"
hotel artemis,"action,drama,sci-fi",0,6708137,15000000,6.0,15528.0,Drew Pearce,"producer,writer,miscellaneous",2018-06-08 00:00:00,2018,94.0,Global Road,"2,407"
hearts beat loud,"comedy,drama,music",100,2386254,2000000,7.15,3315.0,Brett Haley,"director,writer,editor",2018-06-08 00:00:00,2018,97.0,Gunpowder…,170
superfly,"action,crime,thriller",100,20537137,16000000,5.75,2441.0,Alex Tse,"writer,producer,actor",2018-06-13 00:00:00,2018,116.0,Sony Pict…,"2,220"
incredibles 2,"action,adventure,animation",300,608581744,200000000,7.65,104932.0,Brad Bird,"miscellaneous,writer,director",2018-06-15 00:00:00,2018,118.0,Walt Disney,"4,413"
gotti,"biography,crime,drama",0,4286367,10000000,5.0,5294.0,Lem Dobbs,"writer,producer,miscellaneous",2018-06-15 00:00:00,2018,112.0,Vertical …,503
jurassic world: fallen kingdom,"action,adventure,sci-fi",200,417719760,170000000,6.35,112560.0,Michael Crichton,"writer,producer,director",2018-06-22 00:00:00,2018,128.0,Universal,"4,485"
sicario: day of the soldado,"action,crime,drama",100,50065850,35000000,6.9,48483.0,Taylor Sheridan,"actor,writer,director",2018-06-29 00:00:00,2018,122.0,Sony Pict…,"3,055"
uncle drew,"comedy,sport",200,42469946,18000000,6.1,4979.0,Jay Longino,"writer,editor,editorial_department",2018-06-29 00:00:00,2018,103.0,Lionsgate,"2,742"
hotel transylvania 3: summer vacation,"adventure,animation,comedy",200,167500092,65000000,6.55,21986.0,Michael McCullers,"writer,director,producer",2018-06-30 00:00:00,2018,97.0,Sony Pict…,"4,267"
the first purge,"action,horror,sci-fi",500,69488745,13000000,5.449999999999999,21793.0,James DeMonaco,"writer,producer,director",2018-07-04 00:00:00,2018,98.0,Universal,"3,038"
ant-man and the wasp,"action,adventure,comedy",100,216648740,130000000,7.05,125157.0,Jack Kirby,"writer,animation_department,miscellaneous",2018-07-06 00:00:00,2018,118.0,Walt Disney,"4,206"
sorry to bother you,"comedy,fantasy,sci-fi",500,17493096,3200000,6.95,20385.0,Boots Riley,"soundtrack,actor,director",2018-07-06 00:00:00,2018,111.0,Annapurna…,"1,050"
skyscraper,"action,adventure,thriller",0,68420120,125000000,5.949999999999999,41685.0,Rawson Marshall Thurber,"director,writer,producer",2018-07-13 00:00:00,2018,102.0,Universal,"3,822"
eighth grade,"comedy,drama",600,13539710,2000000,7.45,21887.0,Bo Burnham,"actor,writer,soundtrack",2018-07-13 00:00:00,2018,93.0,A24,"1,084"
the equalizer 2,"action,crime,thriller",100,102084362,77000000,6.550000000000001,50026.0,Michael Sloan,"writer,producer,miscellaneous",2018-07-20 00:00:00,2018,121.0,Sony Pict…,"3,388"
unfriended: dark web,"crime,horror,mystery",800,8866745,1000000,6.0,7093.0,Stephen Susco,"writer,producer,director",2018-07-20 00:00:00,2018,92.0,OTL Relea…,"1,547"
teen titans go! to the movies,"action,animation,comedy",200,29790236,10000000,6.9,6414.0,Bob Kane,"writer,miscellaneous,art_department",2018-07-27 00:00:00,2018,84.0,Warner Bros.,"3,188"
blackkklansman,"biography,crime,drama",300,49275340,15000000,7.55,76071.0,Spike Lee,"director,producer,writer",2018-07-30 00:00:00,2018,135.0,Focus Fea…,"1,914"
the darkest minds,"action,adventure,drama",0,12695691,34000000,6.25,11249.0,Chad Hodge,"writer,producer,miscellaneous",2018-08-03 00:00:00,2018,104.0,20th Cent…,"3,127"
christopher robin,"adventure,animation,comedy",100,99215042,75000000,7.35,27008.0,Greg Brooker,"writer,director,actor",2018-08-03 00:00:00,2018,104.0,Walt Disney,"3,602"
3,"comedy,drama,romance",0,59774,7200000,6.35,2362.0,Tom Tykwer,"composer,writer,director",2018-08-07 00:00:00,2010,119.0,Strand Re…,6
the meg,"action,horror,sci-fi",0,145443742,178000000,5.800000000000001,58469.0,Steve Alten,"writer,miscellaneous",2018-08-10 00:00:00,2018,113.0,Warner Bros.,"4,118"
slender man,"horror,mystery,thriller",300,30564825,10000000,3.6,10181.0,David Birke,writer,2018-08-10 00:00:00,2018,93.0,Sony Pict…,"2,358"
crazy rich asians,"comedy,romance",500,174532921,30000000,7.05,49056.0,Adele Lim,"producer,miscellaneous,writer",2018-08-15 00:00:00,2018,120.0,Warner Bros.,"3,865"
mile 22,"action,adventure,thriller",100,36108758,35000000,6.05,24391.0,Graham Roland,"producer,writer,miscellaneous",2018-08-17 00:00:00,2018,94.0,STX Enter…,"3,520"
kin,"drama,music",0,5718096,30000000,7.4,167.0,Rachel Lambert,"director,actress,writer",2018-08-31 00:00:00,2012,45.0,Lionsgate,"2,141"
peppermint,"action,crime,drama",100,35418723,25000000,6.5,18285.0,Chad St. John,"writer,director,producer",2018-09-07 00:00:00,2018,101.0,STX Enter…,"2,980"
fahrenheit 11/9,documentary,100,6352306,5000000,6.9,5885.0,Michael Moore,"director,producer,writer",2018-09-10 00:00:00,2018,128.0,Briarclif…,"1,719"
the predator,"action,adventure,sci-fi",0,51024708,88000000,5.300000000000001,48453.0,Shane Black,"writer,actor,director",2018-09-14 00:00:00,2018,107.0,20th Cent…,"4,070"
a simple favor,"comedy,crime,drama",200,53548586,20000000,6.75,42547.0,Jessica Sharzer,"producer,writer,editor",2018-09-14 00:00:00,2018,117.0,Lionsgate,"3,102"
white boy rick,"crime,drama",0,24004833,30000000,6.35,8266.0,Andy Weiss,"writer,producer,actor",2018-09-14 00:00:00,2018,111.0,Sony Pict…,"2,504"
the house with a clock in its walls,"comedy,fantasy,horror",100,68549695,40000000,6.1,16964.0,John Bellairs,writer,2018-09-21 00:00:00,2018,105.0,Universal,"3,592"
smallfoot,"adventure,animation,comedy",100,83240103,80000000,6.65,11947.0,Glenn Ficarra,"producer,writer,director",2018-09-28 00:00:00,2018,96.0,Warner Bros.,"4,131"
